Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Influence of Gestational Age and Body Weight on the Pharmacokinetics of Labetalol in Pregnancy,Clinical Pharmacokinetics,,53.0,4,10.1007/s40262-013-0123-0,James H. FischerGloria E. SartoJennifer HardmanLoraine EndresThomas M. JenkinsSarah J. KilpatrickHyunyoung JeongStacie GellerKelly DeyoPatricia A. FischerKeith A. Rodvold,2014,http://link.springer.com/article/10.1007/s40262-013-0123-0,Article
Intimate Partner Violence and Symptoms of Sexually Transmitted Infections: Are the Women from Low Socio-economic Strata in Bangladesh at Increased Risk,International Journal of Behavioral Medicine,,21.0,2,10.1007/s12529-013-9302-5,Mosiur RahmanKeiko NakamuraKaoruko SeinoMasashi Kizuki,2014,http://link.springer.com/article/10.1007/s12529-013-9302-5,Article
Usability Evaluation of Laboratory and Radiology Information Systems Integrated into a Hospital Information System,Journal of Medical Systems,,38.0,4,10.1007/s10916-014-0035-z,Ehsan NabovatiHasan Vakili-ArkiSaeid EslamiReza Khajouei,2014,http://link.springer.com/article/10.1007/s10916-014-0035-z,Article
BugMaps-Granger: a tool for visualizing and predicting bugs using Granger causality tests,Journal of Software Engineering Research and Development,,2.0,1,10.1186/2195-1721-2-1,Cesar CoutoMarco Tulio ValentePedro PiresAndre HoraNicolas AnquetilRoberto S Bigonha,2014,http://link.springer.com/article/10.1186/2195-1721-2-1,Article
Use of comparative effectiveness research for similar Chinese patent medicine for angina pectoris of coronary heart disease: a new approach based on patient-important outcomes,Trials,,15.0,1,10.1186/1745-6215-15-84,Hongbo CaoJingbo ZhaiWei MuXiang LeiHongxia CaoChunxiang LiuHongcai Shang,2014,http://link.springer.com/article/10.1186/1745-6215-15-84,Article
Evaluating security and usability of profile based challenge questions authentication in online examinations,Journal of Internet Services and Applications,,5.0,1,10.1186/1869-0238-5-2,Abrar UllahHannan XiaoTrevor BarkerMariana Lilley,2014,http://link.springer.com/article/10.1186/1869-0238-5-2,Article
Investigating the evolution of code smells in object-oriented systems,Innovations in Systems and Software Engineering,,10.0,1,10.1007/s11334-013-0205-z,Alexander ChatzigeorgiouAnastasios Manakos,2014,http://link.springer.com/article/10.1007/s11334-013-0205-z,Article
Nuclear Product Design Knowledge System Based on FMEA Method in New Product Development,Arabian Journal for Science and Engineering,,39.0,3,10.1007/s13369-013-0726-7,Zhenyong WuX. G. MingWenyan SongBaoting ZhuZhitao Xu,2014,http://link.springer.com/article/10.1007/s13369-013-0726-7,Article
Return visits: a review of how Web site design can engender visitor loyalty,Journal of Information Technology,,29.0,1,10.1057/jit.2013.25,Dianne Cyr,2014,http://link.springer.com/article/10.1057/jit.2013.25,Article
Governance of forest conservation and co-benefits for Bangladesh under changing climate,Journal of Forestry Research,,25.0,1,10.1007/s11676-014-0430-9,Ronju AhammadMohammed Kamal HossainPanna Husnain,2014,http://link.springer.com/article/10.1007/s11676-014-0430-9,Article
An approach for modeling and detecting software performance antipatterns based on first-order logics,Software & Systems Modeling,,13.0,1,10.1007/s10270-012-0246-z,Vittorio CortellessaAntinisca Di MarcoCatia Trubiani,2014,http://link.springer.com/article/10.1007/s10270-012-0246-z,Article
DropsBox: the Dresden Open Software Toolbox,Software & Systems Modeling,,13.0,1,10.1007/s10270-012-0284-6,Uwe AßmannAndreas BarthoChristoff BürgerSebastian CechBirgit DemuthFlorian HeidenreichJendrik JohannesSven KarolJan PolowinskiJan ReimannJulia SchroeterMirko SeifertMichael ThieleChristian WendeClaas Wilke,2014,http://link.springer.com/article/10.1007/s10270-012-0284-6,Article
Product and process patterns for agent-based modelling and simulation,Journal of Simulation,,8.0,1,10.1057/jos.2013.4,M J NorthC M Macal,2014,http://link.springer.com/article/10.1057/jos.2013.4,Article
Anti-unification for Unranked Terms and Hedges,Journal of Automated Reasoning,,52.0,2,10.1007/s10817-013-9285-6,Temur KutsiaJordi LevyMateu Villaret,2014,http://link.springer.com/article/10.1007/s10817-013-9285-6,Article
The Implications of Post-coital Intravaginal Cleansing for the Introduction of Vaginal Microbicides in South Africa,AIDS and Behavior,,18.0,2,10.1007/s10461-013-0676-9,Mitzy GafosRobert PoolMisiwe Adelaide MzimelaHlengiwe Beauty NdlovuSheena McCormackJonathan Elford,2014,http://link.springer.com/article/10.1007/s10461-013-0676-9,Article
Comments on Selected Recent Dysphagia Literature,Dysphagia,,29.0,1,10.1007/s00455-013-9492-7,Clarence T. SasakiSteven B. Leder,2014,http://link.springer.com/article/10.1007/s00455-013-9492-7,Article
Distilling structure in Taverna scientific workflows: a refactoring approach,BMC Bioinformatics,,15.0,1,10.1186/1471-2105-15-S1-S12,Sarah Cohen-BoulakiaJiuqiang ChenPaolo MissierCarole GobleAlan R WilliamsChristine Froidevaux,2014,http://link.springer.com/article/10.1186/1471-2105-15-S1-S12,Article
NETTAB 2012 on 'Integrated Bio-Search',BMC Bioinformatics,,15.0,1,10.1186/1471-2105-15-S1-S1,Paolo RomanoFrédérique LisacekMarco Masseroli,2014,http://link.springer.com/article/10.1186/1471-2105-15-S1-S1,Article
Mind the gaps: a qualitative study of perceptions of healthcare professionals on challenges and proposed remedies for cervical cancer help-seeking in post conflict northern Uganda,BMC Family Practice,,14.0,1,10.1186/1471-2296-14-193,Amos D MwakaHenry R WabingaHarriet Mayanja-Kizza,2013,http://link.springer.com/article/10.1186/1471-2296-14-193,Article
Association of homocysteine with type 2 diabetes: a meta-analysis implementing Mendelian randomization approach,BMC Genomics,,14.0,1,10.1186/1471-2164-14-867,Tao HuangJingJing RenJinyan HuangDuo Li,2013,http://link.springer.com/article/10.1186/1471-2164-14-867,Article
What you like in design use to correct bad-smells,Software Quality Journal,,21.0,4,10.1007/s11219-012-9187-6,Marouane KessentiniRim MahaouachiKhaled Ghedira,2013,http://link.springer.com/article/10.1007/s11219-012-9187-6,Article
Adoption and use of Java generics,Empirical Software Engineering,,18.0,6,10.1007/s10664-012-9236-6,Chris ParninChristian BirdEmerson Murphy-Hill,2013,http://link.springer.com/article/10.1007/s10664-012-9236-6,Article
Interconnecting Federated Clouds by Using Publish-Subscribe Service,Cluster Computing,,16.0,4,10.1007/s10586-013-0261-z,Christian EspositoMassimo FiccoFrancesco PalmieriAniello Castiglione,2013,http://link.springer.com/article/10.1007/s10586-013-0261-z,Article
Administration and Environment Considerations in Computer-Based Sports-Concussion Assessment,Neuropsychology Review,,23.0,4,10.1007/s11065-013-9241-6,Annalise A. M. Rahman-FilipiakJohn L. Woodard,2013,http://link.springer.com/article/10.1007/s11065-013-9241-6,Article
Online Testable Approaches in Reversible Logic,Journal of Electronic Testing,,29.0,6,10.1007/s10836-013-5399-3,N. M. NayeemJ. E. Rice,2013,http://link.springer.com/article/10.1007/s10836-013-5399-3,Article
"Isolation, screening and identification of antagonistic downy mildew endophytic bacteria from cucumber",European Journal of Plant Pathology,,137.0,4,10.1007/s10658-013-0293-5,Zhan-Bin SunXing-Fang YuanHui ZhangLei-Fei WuChen LiangYong-Jun Feng,2013,http://link.springer.com/article/10.1007/s10658-013-0293-5,Article
Helminth infection in southern Laos: high prevalence and low awareness,Parasites & Vectors,,6.0,1,10.1186/1756-3305-6-328,Khampheng PhongluxaVilavanh XayasengYouthanavanh VonghachackKongsap AkkhavongPeter van EeuwijkPeter Odermatt,2013,http://link.springer.com/article/10.1186/1756-3305-6-328,Article
A Hierarchical Group Decision-Making Approach for New Product Selection in a Fuzzy Environment,Arabian Journal for Science and Engineering,,38.0,11,10.1007/s13369-012-0430-z,S. Meysam MousaviS. Ali TorabiReza Tavakkoli-Moghaddam,2013,http://link.springer.com/article/10.1007/s13369-012-0430-z,Article
"Measurement properties of the QuickDASH (Disabilities of the Arm, Shoulder and Hand) outcome measure and cross-cultural adaptations of the QuickDASH: a systematic review",Quality of Life Research,,22.0,9,10.1007/s11136-013-0362-4,Carol A. KennedyDorcas E. BeatonPeter SmithDwayne Van EerdKenneth TangTaucha InrigSheilah Hogg-JohnsonDenise LintonRachel Couban,2013,http://link.springer.com/article/10.1007/s11136-013-0362-4,Article
"Crystal Structure, Thermal Analysis, IR and Raman Spectroscopic Investigations of (C8H22N2)(AsO2(OH)2)2",Journal of Inorganic and Organometallic Polymers and Materials,,23.0,6,10.1007/s10904-013-9904-z,Wafa AmamouTaha GuerfelTahar Mhiri,2013,http://link.springer.com/article/10.1007/s10904-013-9904-z,Article
Performance of a field-scale permeable reactive barrier based on organic substrate and zero-valent iron for in situ remediation of acid mine drainage,Environmental Science and Pollution Research,,20.0,11,10.1007/s11356-013-1507-2,Oriol GibertJosé Luis CortinaJoan de PabloCarlos Ayora,2013,http://link.springer.com/article/10.1007/s11356-013-1507-2,Article
Bicompartmental knee arthroplasty of the patellofemoral and medial compartments,"Knee Surgery, Sports Traumatology, Arthroscopy",,21.0,11,10.1007/s00167-012-2303-0,Emmanuel ThienpontAndrew Price,2013,http://link.springer.com/article/10.1007/s00167-012-2303-0,Article
On the impact of software evolution on software clustering,Empirical Software Engineering,,18.0,5,10.1007/s10664-012-9225-9,Fabian BeckStephan Diehl,2013,http://link.springer.com/article/10.1007/s10664-012-9225-9,Article
Economic Analysis of a Multi-Site Prevention Program: Assessment of Program Costs and Characterizing Site-level Variability,Prevention Science,,14.0,5,10.1007/s11121-012-0316-z,Phaedra S. CorsoJustin B. IngelsSteven M. KoganE. Michael FosterYi-Fu ChenGene H. Brody,2013,http://link.springer.com/article/10.1007/s11121-012-0316-z,Article
Susceptibility gene search for nephropathy and related traits in Mexican–Americans,Molecular Biology Reports,,40.0,10,10.1007/s11033-013-2680-6,Farook ThameemIssa A. KawalitSharon G. AdlerHanna E. Abboud,2013,http://link.springer.com/article/10.1007/s11033-013-2680-6,Article
The Impact of Internet-Banking on Brick and Mortar Branches: The Case of Turkey,Journal of Financial Services Research,,44.0,2,10.1007/s10693-011-0124-9,Ceylan OnayEmre Ozsoz,2013,http://link.springer.com/article/10.1007/s10693-011-0124-9,Article
GMOs in animal agriculture: time to consider both costs and benefits in regulatory evaluations,Journal of Animal Science and Biotechnology,,4.0,1,10.1186/2049-1891-4-37,Alison L Van Eenennaam,2013,http://link.springer.com/article/10.1186/2049-1891-4-37,Article
"The context and practice of handwashing among new mothers in Serang, Indonesia: a formative research study",BMC Public Health,,13.0,1,10.1186/1471-2458-13-830,Katie GreenlandEndang IradatiAbigael AtiYanti Yulianti MaskoenRobert Aunger,2013,http://link.springer.com/article/10.1186/1471-2458-13-830,Article
An Improved and Effective Secure Password-Based Authentication and Key Agreement Scheme Using Smart Cards for the Telecare Medicine Information System,Journal of Medical Systems,,37.0,5,10.1007/s10916-013-9969-9,Ashok Kumar DasBezawada Bruhadeshwar,2013,http://link.springer.com/article/10.1007/s10916-013-9969-9,Article
INTERNATIONAL SOCIETY OF PHARMACOVIGILANCE,Drug Safety,,36.0,9,10.1007/s40264-013-0087-x,,2013,http://link.springer.com/article/10.1007/s40264-013-0087-x,Article
A framework for semi-automated software evolution analysis composition,Automated Software Engineering,,20.0,3,10.1007/s10515-013-0125-z,Giacomo GhezziHarald C. Gall,2013,http://link.springer.com/article/10.1007/s10515-013-0125-z,Article
Could millisecond timing errors in commonly used equipment be a cause of replication failure in some neuroscience studies?,"Cognitive, Affective, & Behavioral Neuroscience",,13.0,3,10.3758/s13415-013-0166-6,Richard R. PlantPhilip T. Quinlan,2013,http://link.springer.com/article/10.3758/s13415-013-0166-6,Article
Architectural scoring framework for the creation and evaluation of System-Aware Cyber Security solutions,Environment Systems and Decisions,,33.0,3,10.1007/s10669-013-9462-5,Rick A. JonesBarbara A. LuckettPeter A. BelingBarry M. Horowitz,2013,http://link.springer.com/article/10.1007/s10669-013-9462-5,Article
Failure of Engineering Artifacts: A Life Cycle Approach,Science and Engineering Ethics,,19.0,3,10.1007/s11948-012-9360-0,Luca Del Frate,2013,http://link.springer.com/article/10.1007/s11948-012-9360-0,Article
"Solution of the Propeller Conjecture in 
                
                  
                $$\mathbb R ^3$$
                    
                      R
                      3",Discrete & Computational Geometry,,50.0,2,10.1007/s00454-013-9530-0,Steven HeilmanAukosh JagannathAssaf Naor,2013,http://link.springer.com/article/10.1007/s00454-013-9530-0,Article
High Prevalence of Adverse Reactions to Metal Debris in Small-headed ASR™ Hips,Clinical Orthopaedics and Related Research®,,471.0,9,10.1007/s11999-013-3023-6,"Aleksi Reito MDTimo Puolakka MD, PhDPetra Elo MD, PhDJorma Pajamäki MD, PhDAntti Eskelinen MD, PhD",2013,http://link.springer.com/article/10.1007/s11999-013-3023-6,Article
A method for thermal performance modeling and simulation of machine tools,The International Journal of Advanced Manufacturing Technology,,68.0,5 - 8,10.1007/s00170-013-4939-4,Jianfu ZhangPingfa FengChuang ChenDingwen YuZhijun Wu,2013,http://link.springer.com/article/10.1007/s00170-013-4939-4,Article
"Impact of lateral force-resisting system and design/construction practices on seismic performance and cost of tall buildings in Dubai, UAE",Earthquake Engineering and Engineering Vibration,,12.0,3,10.1007/s11803-013-0180-2,Mohammad AlHamaydehKhaled GalalSherif Yehia,2013,http://link.springer.com/article/10.1007/s11803-013-0180-2,Article
Non-communicable disease epidemic: epidemiology in action (EuroEpi 2013 and NordicEpi 2013),European Journal of Epidemiology,,28.0,1,10.1007/s10654-013-9820-0,Rumi TsukinokiYoshitaka Murakami,2013,http://link.springer.com/article/10.1007/s10654-013-9820-0,Article
Using error abstraction and classification to improve requirement quality: conclusions from a family of four empirical studies,Empirical Software Engineering,,18.0,4,10.1007/s10664-012-9202-3,Gursimran S. WaliaJeffrey C. Carver,2013,http://link.springer.com/article/10.1007/s10664-012-9202-3,Article
Game physics analysis and development — a quality-driven approach using the Entity Component Pattern,The Computer Games Journal,,2.0,2,10.1007/BF03392345,Christopher ReillyKevin Chalmers,2013,http://link.springer.com/article/10.1007/BF03392345,Article
Software architecture-based analysis and testing: a look into achievements and future challenges,Computing,,95.0,8,10.1007/s00607-013-0338-9,Antonia BertolinoPaola InverardiHenry Muccini,2013,http://link.springer.com/article/10.1007/s00607-013-0338-9,Article
Modeling and visualizing object-oriented programs with Codecharts,Formal Methods in System Design,,43.0,1,10.1007/s10703-012-0181-1,A. H. EdenE. GasparisJ. NicholsonR. Kazman,2013,http://link.springer.com/article/10.1007/s10703-012-0181-1,Article
A DEA Approach to Measure the Quality-of-Life in the Municipalities of the Canary Islands,Social Indicators Research,,113.0,1,10.1007/s11205-012-0096-7,Juan Carlos MartínCira Mendoza,2013,http://link.springer.com/article/10.1007/s11205-012-0096-7,Article
Business and Information Systems Engineering Programs at Universities and Fachhochschulen – Convergence or Differentiation?,Business & Information Systems Engineering,,5.0,4,10.1007/s12599-013-0276-2,Prof. Dr. Peter LoosRosemarie ClarnerProf. Dr. Frank HermannProf. Dr. Thomas HessProf. Dr. Andreas GadatschProf. Dr. Elmar Sinz,2013,http://link.springer.com/article/10.1007/s12599-013-0276-2,Article
Evaluating Player Strategies in the Design of a Hot Hand Game,GSTF Journal on Computing (JoC),,3.0,2,10.7603/s40601-013-0006-0,Paul Williams PhDDr Keith NesbittDr. Ami EidelsMark WashburnDr David Cornforth,2013,http://link.springer.com/article/10.7603/s40601-013-0006-0,Article
Adverse birth outcomes in the vicinity of industrial installations in Spain 2004–2008,Environmental Science and Pollution Research,,20.0,7,10.1007/s11356-012-1444-5,Adela CastellóIsabel RíoJavier García-PérezPablo Fernández-NavarroLance A. WallerJulie A. ClennonFrancisco BolúmarGonzalo López-Abente,2013,http://link.springer.com/article/10.1007/s11356-012-1444-5,Article
A tool environment for quality assurance based on the Eclipse Modeling Framework,Automated Software Engineering,,20.0,2,10.1007/s10515-012-0114-7,Thorsten ArendtGabriele Taentzer,2013,http://link.springer.com/article/10.1007/s10515-012-0114-7,Article
"A multiple case study of design pattern decay, grime, and rot in evolving software systems",Software Quality Journal,,21.0,2,10.1007/s11219-012-9175-x,Clemente IzurietaJames M. Bieman,2013,http://link.springer.com/article/10.1007/s11219-012-9175-x,Article
Design and evaluation of the ModelHealth toolchain for continuity of care web services,Automated Software Engineering,,20.0,2,10.1007/s10515-012-0115-6,Ståle Walderhaug,2013,http://link.springer.com/article/10.1007/s10515-012-0115-6,Article
Static correspondence and correlation between field defects and warnings reported by a bug finding tool,Software Quality Journal,,21.0,2,10.1007/s11219-011-9172-5,Cesar CoutoJoão Eduardo MontandonChristofer SilvaMarco Tulio Valente,2013,http://link.springer.com/article/10.1007/s11219-011-9172-5,Article
“A framework for development of secure software”,CSI Transactions on ICT,,1.0,2,10.1007/s40012-013-0010-8,Kakali ChatterjeeDaya GuptaAsok De,2013,http://link.springer.com/article/10.1007/s40012-013-0010-8,Article
The effects of dementia care mapping on nursing home residents’ quality of life and staff attitudes: design of the quasi-experimental study Leben-QD II,BMC Geriatrics,,13.0,1,10.1186/1471-2318-13-53,Margareta HalekMartin Nikolaus DichterTina QuasdorfChristine RiesnerSabine Bartholomeyczik,2013,http://link.springer.com/article/10.1186/1471-2318-13-53,Article
Abilities in chemistry and possibilities of their diagnosing,Russian Journal of General Chemistry,,83.0,6,10.1134/S1070363213060455,G. V. Lisichkin,2013,http://link.springer.com/article/10.1134/S1070363213060455,Article
Using the Chernobyl Incident to Teach Engineering Ethics,Science and Engineering Ethics,,19.0,2,10.1007/s11948-011-9337-4,William R. Wilson,2013,http://link.springer.com/article/10.1007/s11948-011-9337-4,Article
Autonomous Weapons and Distributed Responsibility,Philosophy & Technology,,26.0,2,10.1007/s13347-012-0089-0,Marcus Schulzke,2013,http://link.springer.com/article/10.1007/s13347-012-0089-0,Article
A Dynamic Logic for deductive verification of multi-threaded programs,Formal Aspects of Computing,,25.0,3,10.1007/s00165-012-0261-4,Bernhard BeckertVladimir Klebanov,2013,http://link.springer.com/article/10.1007/s00165-012-0261-4,Article
Targeted versus tailored multimedia patient engagement to enhance depression recognition and treatment in primary care: randomized controlled trial protocol for the AMEP2 study,BMC Health Services Research,,13.0,1,10.1186/1472-6963-13-141,Daniel J TancrediChristina K SleeAnthony JerantPeter FranksJasmine NettiksimmonsCamille CipriDustin GottfeldJulia HuertaMitchell D FeldmanMaja Jackson-TricheSteven Kelly-ReifAndrew HudnutSarah OlsonJanie SheltonRichard L Kravitz,2013,http://link.springer.com/article/10.1186/1472-6963-13-141,Article
Refactoring Software Packages via Community Detection in Complex Software Networks,International Journal of Automation and Computing,,10.0,2,10.1007/s11633-013-0708-y,Wei-Feng PanBo JiangBing Li,2013,http://link.springer.com/article/10.1007/s11633-013-0708-y,Article
On automating the verification of secure ad-hoc network routing protocols,Telecommunication Systems,,52.0,4,10.1007/s11235-011-9592-3,Ta Vinh ThongLevente Buttyán,2013,http://link.springer.com/article/10.1007/s11235-011-9592-3,Article
Efficacy and Predictors of Success of Noninvasive Ventilation for Prevention of Extubation Failure in Critically Ill Children With Heart Disease,Pediatric Cardiology,,34.0,4,10.1007/s00246-012-0590-3,Punkaj GuptaJacob E. KuperstockSana HashmiVickie ArnoldeJeffrey M. GossettParthak ProdhanShekhar VenkataramanStephen J. Roth,2013,http://link.springer.com/article/10.1007/s00246-012-0590-3,Article
Political barriers of implementing carbon markets in Japan: A Public Choice analysis and the empirical evidence before and after the Fukushima nuclear disaster,Environmental Economics and Policy Studies,,15.0,2,10.1007/s10018-012-0049-z,Sven RudolphFriedrich Schneider,2013,http://link.springer.com/article/10.1007/s10018-012-0049-z,Article
Development of a high temperature treatment device for spent nuclear fuel,Journal of Radioanalytical and Nuclear Chemistry,,296.0,1,10.1007/s10967-012-2046-x,Niko KivelNatalia ShcherbinaInes Günther-Leopold,2013,http://link.springer.com/article/10.1007/s10967-012-2046-x,Article
Chemical experiment in Russian schools,Russian Journal of General Chemistry,,83.0,4,10.1134/S1070363213040361,D. M. Zhilin,2013,http://link.springer.com/article/10.1134/S1070363213040361,Article
Maintainability defects detection and correction: a multi-objective approach,Automated Software Engineering,,20.0,1,10.1007/s10515-011-0098-8,Ali OuniMarouane KessentiniHouari SahraouiMounir Boukadoum,2013,http://link.springer.com/article/10.1007/s10515-011-0098-8,Article
Identification of generalization refactoring opportunities,Automated Software Engineering,,20.0,1,10.1007/s10515-012-0100-0,Hui LiuZhendong NiuZhiyi MaWeizhong Shao,2013,http://link.springer.com/article/10.1007/s10515-012-0100-0,Article
A phased approach to implementing radio frequency identification technologies within the perioperative process,Health and Technology,,3.0,1,10.1007/s12553-013-0054-7,Jim RyanCarmen LewisBarbara DosterSandra DailyRosemary Glass,2013,http://link.springer.com/article/10.1007/s12553-013-0054-7,Article
Does Odor Knowledge or an Odor Naming Strategy Mediate the Relationship Between Odor Naming and Recognition Memory?,Chemosensory Perception,,6.0,1,10.1007/s12078-013-9139-y,Trevor C. CessnaRobert A. Frank,2013,http://link.springer.com/article/10.1007/s12078-013-9139-y,Article
The Crash of Cougar Flight 491: A Case Study of Offshore Safety and Corporate Social Responsibility,Journal of Business Ethics,,113.0,3,10.1007/s10551-012-1320-8,Susan M. Hart,2013,http://link.springer.com/article/10.1007/s10551-012-1320-8,Article
Highway improvement project selection by the joint consideration of cost-benefit and risk criteria,Journal of the Operational Research Society,,64.0,3,10.1057/jors.2012.55,P KelleH SchneiderC RaschkeH Shirazi,2013,http://link.springer.com/article/10.1057/jors.2012.55,Article
Selecting critical suppliers for supplier development to improve supply management,OPSEARCH,,50.0,1,10.1007/s12597-012-0097-y,Mithun J. SharmaSong Jin Yu,2013,http://link.springer.com/article/10.1007/s12597-012-0097-y,Article
Effects of Leaflet Stiffness on In Vitro Dynamic Bioprosthetic Heart Valve Leaflet Shape,Cardiovascular Engineering and Technology,,4.0,1,10.1007/s13239-013-0117-y,Hiroatsu SugimotoMichael S. Sacks,2013,http://link.springer.com/article/10.1007/s13239-013-0117-y,Article
"Comparative field evaluation of combinations of long-lasting insecticide treated nets and indoor residual spraying, relative to either method alone, for malaria prevention in an area where the main vector is Anopheles arabiensis",Parasites & Vectors,,6.0,1,10.1186/1756-3305-6-46,Fredros O OkumuEdgar MbeyelaGodfrey LingambaJason MooreAlex J NtamatungiroDeo R KavisheMichael G KenwardElizabeth TurnerLena M LorenzSarah J Moore,2013,http://link.springer.com/article/10.1186/1756-3305-6-46,Article
"Evaluation of network resilience, survivability, and disruption tolerance: analysis, topology generation, simulation, and experimentation",Telecommunication Systems,,52.0,2,10.1007/s11235-011-9573-6,James P. G. SterbenzEgemen K. ÇetinkayaMahmood A. HameedAbdul JabbarShi QianJustin P. Rohrer,2013,http://link.springer.com/article/10.1007/s11235-011-9573-6,Article
"Acute kidney injury clinical trial design: old problems, new strategies",Pediatric Nephrology,,28.0,2,10.1007/s00467-012-2171-3,Zoltán H. EndreJohn W. Pickering,2013,http://link.springer.com/article/10.1007/s00467-012-2171-3,Article
"Physical and organizational provision for installation, regulatory requirements and implementation of a simultaneous hybrid PET/MR-imaging system in an integrated research and clinical setting","Magnetic Resonance Materials in Physics, Biology and Medicine",,26.0,1,10.1007/s10334-012-0347-2,Bernhard SattlerThies JochimsenHenryk BarthelKerstin SommerfeldPatrick StumppKarl-Titus HoffmannMatthias GutberletArno VillringerThomas KahnOsama Sabri,2013,http://link.springer.com/article/10.1007/s10334-012-0347-2,Article
Village chickens management in Wolaita zone of southern Ethiopia,Tropical Animal Health and Production,,45.0,2,10.1007/s11250-012-0228-8,Takele Taye DestaOli Wakeyo,2013,http://link.springer.com/article/10.1007/s11250-012-0228-8,Article
Psychometric validation of the visual function questionnaire-25 in patients with diabetic macular edema,Health and Quality of Life Outcomes,,11.0,1,10.1186/1477-7525-11-10,Andrew J LloydJane LoftusMichelle TurnerGinny LaiAndreas Pleil,2013,http://link.springer.com/article/10.1186/1477-7525-11-10,Article
"OPPL-Galaxy, a Galaxy tool for enhancing ontology exploitation as part of bioinformatics workflows",Journal of Biomedical Semantics,,4.0,1,10.1186/2041-1480-4-2,Mikel Egaña ArangurenJesualdo Tomás Fernández-BreisChris MungallErick AntezanaAlejandro Rodríguez GonzálezMark D Wilkinson,2013,http://link.springer.com/article/10.1186/2041-1480-4-2,Article
Evolving Genetic Networks for Synthetic Biology,New Generation Computing,,31.0,2,10.1007/s00354-013-0201-8,Nasimul NomanLeon PalafoxHitoshi Iba,2013,http://link.springer.com/article/10.1007/s00354-013-0201-8,Article
Efficacy and Degree of Bias in Knee Injury Prevention Studies: A Systematic Review of RCTs,Clinical Orthopaedics and Related Research®,,471.0,1,10.1007/s11999-012-2565-3,"Nathan L. Grimm BSKevin G. Shea MDRyan W. Leaver DPTStephen K. Aoki MDJames L. Carey MD, MPH",2013,http://link.springer.com/article/10.1007/s11999-012-2565-3,Article
What should developers be aware of? An empirical study on the directives of API documentation,Empirical Software Engineering,,17.0,6,10.1007/s10664-011-9186-4,Martin MonperrusMichael EichbergElif TekesMira Mezini,2012,http://link.springer.com/article/10.1007/s10664-011-9186-4,Article
"Environment security: an empirical study of industrialization and the impact on environment in the Dhaka division, Bangladesh","Environment, Development and Sustainability",,14.0,6,10.1007/s10668-012-9357-5,Faruque As SunnyTaonarufaro KarimanziraZuhui Huang,2012,http://link.springer.com/article/10.1007/s10668-012-9357-5,Article
Connecting research and practice: an experience report on research infusion with software architecture visualization and evaluation,Innovations in Systems and Software Engineering,,8.0,4,10.1007/s11334-010-0135-y,Mikael LindvallWilliam C. StrattonDeane E. SibolChristopher AckermannW. Mark ReidDharmalingam GanesanDavid McComasMaureen BartholomewSally Godfrey,2012,http://link.springer.com/article/10.1007/s11334-010-0135-y,Article
JRF-E: using model checking to give advice on eliminating memory model-related bugs,Automated Software Engineering,,19.0,4,10.1007/s10515-012-0109-4,Kyung Hee KimTuba Yavuz-KahveciBeverly A. Sanders,2012,http://link.springer.com/article/10.1007/s10515-012-0109-4,Article
Code-based prioritization: a pre-testing effort to minimize post-release failures,Innovations in Systems and Software Engineering,,8.0,4,10.1007/s11334-012-0186-3,Mitrabinda RayDurga Prasad Mohapatra,2012,http://link.springer.com/article/10.1007/s11334-012-0186-3,Article
A modelling approach to Service oriented Architecture for on-line diagnosis,Service Oriented Computing and Applications,,6.0,4,10.1007/s11761-012-0118-y,Mohammed AlodibBehzad Bordbar,2012,http://link.springer.com/article/10.1007/s11761-012-0118-y,Article
Competitive bidding for health insurance contracts: lessons from the online HMO auctions,International Journal of Health Care Finance and Economics,,12.0,4,10.1007/s10754-012-9118-x,Alok GuptaStephen T. ParentePallab Sanyal,2012,http://link.springer.com/article/10.1007/s10754-012-9118-x,Article
"Who is the happy warrior? Philosophy, happiness research, and public policy",International Review of Economics,,59.0,4,10.1007/s12232-012-0168-7,Martha C. Nussbaum,2012,http://link.springer.com/article/10.1007/s12232-012-0168-7,Article
New constitutional “debt brakes” for Euroland? A question of institutional complementarity,Constitutional Political Economy,,23.0,4,10.1007/s10602-012-9125-4,Karsten MauseFriedrich Groeteke,2012,http://link.springer.com/article/10.1007/s10602-012-9125-4,Article
SEON: a pyramid of ontologies for software evolution and its applications,Computing,,94.0,11,10.1007/s00607-012-0204-1,Michael WürschGiacomo GhezziMatthias HertGerald ReifHarald C. Gall,2012,http://link.springer.com/article/10.1007/s00607-012-0204-1,Article
Generalizability and Applicability of Model-Based Business Process Compliance-Checking Approaches — A State-of-the-Art Analysis and Research Roadmap,Business Research,,5.0,2,10.1007/BF03342739,Jörg BeckerPatrick DelfmannMathias EggertSebastian Schwittay,2012,http://link.springer.com/article/10.1007/BF03342739,Article
Intravaginal practices and microbicide acceptability in Papua New Guinea: implications for HIV prevention in a moderate-prevalence setting,BMC Research Notes,,5.0,1,10.1186/1756-0500-5-613,Andrew VallelyLisa FitzgeraldVoletta FiyaHerick AenoAngela KellyJoyce SaukMartha KupulJames NeoJohn MillanPeter SibaJohn M Kaldor,2012,http://link.springer.com/article/10.1186/1756-0500-5-613,Article
